actor,movie,movie_year,role_sentence,role_size
Keanu Reeves,The Matrix Reloaded,2003,"In The Matrix Reloaded, Keanu Reeves had a large role.",large
Keanu Reeves,The Matrix Revolutions,2003,"In The Matrix Revolutions, Keanu Reeves had a large role.",large
Keanu Reeves,Constantine,2005,"In Constantine, Keanu Reeves had a large role.",large
Keanu Reeves,Thumbsucker,2005,"In Thumbsucker, Keanu Reeves had a large role.",large
Keanu Reeves,A Scanner Darkly,2006,"In A Scanner Darkly, Keanu Reeves had a large role.",large
Keanu Reeves,Ellie Parker,2006,"In Ellie Parker, Keanu Reeves had a large role.",large
Keanu Reeves,The Great Warming,2006,"In The Great Warming, Keanu Reeves had a large role.",large
Keanu Reeves,The Lake House,2006,"In The Lake House, Keanu Reeves had a large role.",large
Keanu Reeves,Street Kings,2008,"In Street Kings, Keanu Reeves had a large role.",large
Keanu Reeves,The Day the Earth Stood Still,2008,"In The Day the Earth Stood Still, Keanu Reeves had a large role.",large
Keanu Reeves,The Private Lives of Pippa Lee,2009,"In The Private Lives of Pippa Lee, Keanu Reeves had a large role.",large
Keanu Reeves,Generation Um...,2012,"In Generation Um..., Keanu Reeves had a large role.",large
Keanu Reeves,Side by Side,2012,"In Side by Side, Keanu Reeves had a large role.",large
Keanu Reeves,Sunset Strip,2012,"In Sunset Strip, Keanu Reeves had a large role.",large
Keanu Reeves,Man of Tai Chi,2013,"In Man of Tai Chi, Keanu Reeves had a large role.",large
Keanu Reeves,John Wick,2014,"In John Wick, Keanu Reeves had a large role.",large
Keanu Reeves,Deep Web: The Untold Story of Bitcoin and the Silk Road,2015,"In Deep Web: The Untold Story of Bitcoin and the Silk Road, Keanu Reeves had a large role.",large
Keanu Reeves,Knock Knock,2015,"In Knock Knock, Keanu Reeves had a large role.",large
Keanu Reeves,Mifune: The Last Samurai,2015,"In Mifune: The Last Samurai, Keanu Reeves had a large role.",large
Keanu Reeves,Exposed,2016,"In Exposed, Keanu Reeves had a large role.",large
Keanu Reeves,Keanu,2016,"In Keanu, Keanu Reeves had a large role.",large
Keanu Reeves,The Bad Batch,2016,"In The Bad Batch, Keanu Reeves had a large role.",large
Keanu Reeves,The Neon Demon,2016,"In The Neon Demon, Keanu Reeves had a large role.",large
Keanu Reeves,The Whole Truth,2016,"In The Whole Truth, Keanu Reeves had a large role.",large
Keanu Reeves,A Happening of Monumental Proportions,2017,"In A Happening of Monumental Proportions, Keanu Reeves had a large role.",large
Keanu Reeves,John Wick: Chapter 2,2017,"In John Wick: Chapter 2, Keanu Reeves had a large role.",large
Keanu Reeves,To the Bone,2017,"In To the Bone, Keanu Reeves had a large role.",large
Keanu Reeves,Destination Wedding,2018,"In Destination Wedding, Keanu Reeves had a large role.",large
Keanu Reeves,Replicas,2018,"In Replicas, Keanu Reeves had a large role.",large
Keanu Reeves,Siberia,2018,"In Siberia, Keanu Reeves had a large role.",large
Keanu Reeves,47 Ronin,2019,"In 47 Ronin, Keanu Reeves had a large role.",large
Keanu Reeves,Already Gone,2019,"In Already Gone, Keanu Reeves had a large role.",large
Keanu Reeves,Always Be My Maybe,2019,"In Always Be My Maybe, Keanu Reeves had a large role.",large
Keanu Reeves,Between Two Ferns: The Movie,2019,"In Between Two Ferns: The Movie, Keanu Reeves had a large role.",large
Keanu Reeves,John Wick: Chapter 3 – Parabellum,2019,"In John Wick: Chapter 3 – Parabellum, Keanu Reeves had a large role.",large
Keanu Reeves,SPF-18,2019,"In SPF-18, Keanu Reeves had a large role.",large
Keanu Reeves,Toy Story 4,2019,"In Toy Story 4, Keanu Reeves had a large role.",large
Keanu Reeves,Bill & Ted Face the Music,2020,"In Bill & Ted Face the Music, Keanu Reeves had a large role.",large
Keanu Reeves,The SpongeBob Movie: Sponge on the Run,2020,"In The SpongeBob Movie: Sponge on the Run, Keanu Reeves had a large role.",large
Keanu Reeves,The Matrix Resurrections,2021,"In The Matrix Resurrections, Keanu Reeves had a large role.",large
Keanu Reeves,DC League of Super-Pets,2022,"In DC League of Super-Pets, Keanu Reeves had a large role.",large
Keanu Reeves,John Wick: Chapter 4,2023,"In John Wick: Chapter 4, Keanu Reeves had a large role.",large
Keanu Reeves,A Very Sonic Christmas,2024,"In A Very Sonic Christmas, Keanu Reeves had a large role.",large
Keanu Reeves,Sonic the Hedgehog 3,2024,"In Sonic the Hedgehog 3, Keanu Reeves had a large role.",large
Keanu Reeves,Ballerina,2025,"In Ballerina, Keanu Reeves had a large role.",large
Keanu Reeves,Good Fortune,2025,"In Good Fortune, Keanu Reeves had a large role.",large
Keanu Reeves,Last Days,2025,"In Last Days, Keanu Reeves had a large role.",large
Keanu Reeves,Wick Is Pain,2025,"In Wick Is Pain, Keanu Reeves had a large role.",large
Keira Knightley,Innocent Lies,1995,"In Innocent Lies, Keira Knightley had a large role.",large
Keira Knightley,Star Wars: Episode I – The Phantom Menace,1999,"In Star Wars: Episode I – The Phantom Menace, Keira Knightley had a large role.",large
Keira Knightley,Deflation,2001,"In Deflation, Keira Knightley had a large role.",large
Keira Knightley,The Hole (2001 film),2001,"In The Hole (2001 film), Keira Knightley had a large role.",large
Keira Knightley,Bend It Like Beckham,2002,"In Bend It Like Beckham, Keira Knightley had a large role.",large
Keira Knightley,New Year's Eve,2002,"In New Year's Eve, Keira Knightley had a large role.",large
Keira Knightley,Pure,2002,"In Pure, Keira Knightley had a large role.",large
Keira Knightley,Seasons Alter,2002,"In Seasons Alter, Keira Knightley had a large role.",large
Keira Knightley,Thunderpants,2002,"In Thunderpants, Keira Knightley had a large role.",large
Keira Knightley,Gaijin,2003,"In Gaijin, Keira Knightley had a large role.",large
Keira Knightley,Love Actually,2003,"In Love Actually, Keira Knightley had a large role.",large
Keira Knightley,Pirates of the Caribbean: The Curse of the Black Pearl,2003,"In Pirates of the Caribbean: The Curse of the Black Pearl, Keira Knightley had a large role.",large
Keira Knightley,King Arthur,2004,"In King Arthur, Keira Knightley had a large role.",large
Keira Knightley,Domino,2005,"In Domino, Keira Knightley had a large role.",large
Keira Knightley,Pride & Prejudice,2005,"In Pride & Prejudice, Keira Knightley had a large role.",large
Keira Knightley,The Jacket,2005,"In The Jacket, Keira Knightley had a large role.",large
Keira Knightley,Pirates of the Caribbean: Dead Man's Chest,2006,"In Pirates of the Caribbean: Dead Man's Chest, Keira Knightley had a large role.",large
Keira Knightley,Atonement,2007,"In Atonement, Keira Knightley had a large role.",large
Keira Knightley,Pirates of the Caribbean: At World's End,2007,"In Pirates of the Caribbean: At World's End, Keira Knightley had a large role.",large
Keira Knightley,Silk,2007,"In Silk, Keira Knightley had a large role.",large
Keira Knightley,The Duchess (film),2008,"In The Duchess (film), Keira Knightley had a large role.",large
Keira Knightley,The Edge of Love,2008,"In The Edge of Love, Keira Knightley had a large role.",large
Keira Knightley,The Continuing and Lamentable Saga of the Suicide Brothers,2009,"In The Continuing and Lamentable Saga of the Suicide Brothers, Keira Knightley had a large role.",large
Keira Knightley,Last Night,2010,"In Last Night, Keira Knightley had a large role.",large
Keira Knightley,London Boulevard,2010,"In London Boulevard, Keira Knightley had a large role.",large
Keira Knightley,Maze,2010,"In Maze, Keira Knightley had a large role.",large
Keira Knightley,Never Let Me Go,2010,"In Never Let Me Go, Keira Knightley had a large role.",large
Keira Knightley,Steve,2010,"In Steve, Keira Knightley had a large role.",large
Keira Knightley,A Dangerous Method,2011,"In A Dangerous Method, Keira Knightley had a large role.",large
Keira Knightley,Anna Karenina,2012,"In Anna Karenina, Keira Knightley had a large role.",large
Keira Knightley,Seeking a Friend for the End of the World,2012,"In Seeking a Friend for the End of the World, Keira Knightley had a large role.",large
Keira Knightley,Begin Again,2013,"In Begin Again, Keira Knightley had a large role.",large
Keira Knightley,Once Upon a Time,2013,"In Once Upon a Time, Keira Knightley had a large role.",large
Keira Knightley,Jack Ryan: Shadow Recruit,2014,"In Jack Ryan: Shadow Recruit, Keira Knightley had a large role.",large
Keira Knightley,Laggies,2014,"In Laggies, Keira Knightley had a large role.",large
Keira Knightley,The Imitation Game,2014,"In The Imitation Game, Keira Knightley had a large role.",large
Keira Knightley,Everest,2015,"In Everest, Keira Knightley had a large role.",large
Keira Knightley,Collateral Beauty,2016,"In Collateral Beauty, Keira Knightley had a large role.",large
Keira Knightley,Pirates of the Caribbean: Dead Men Tell No Tales,2017,"In Pirates of the Caribbean: Dead Men Tell No Tales, Keira Knightley had a large role.",large
Keira Knightley,Colette,2018,"In Colette, Keira Knightley had a large role.",large
Keira Knightley,The Nutcracker and the Four Realms,2018,"In The Nutcracker and the Four Realms, Keira Knightley had a large role.",large
Keira Knightley,"Berlin, I Love You",2019,"In ""Berlin, I Love You"", Keira Knightley had a large role.",large
Keira Knightley,Official Secrets,2019,"In Official Secrets, Keira Knightley had a large role.",large
Keira Knightley,The Aftermath,2019,"In The Aftermath, Keira Knightley had a large role.",large
Keira Knightley,Greed,2020,"In Greed, Keira Knightley had a large role.",large
Keira Knightley,Misbehaviour,2020,"In Misbehaviour, Keira Knightley had a large role.",large
Keira Knightley,Silent Night,2020,"In Silent Night, Keira Knightley had a large role.",large
Keira Knightley,Charlotte,2021,"In Charlotte, Keira Knightley had a large role.",large
Keira Knightley,Boston Strangler,2023,"In Boston Strangler, Keira Knightley had a large role.",large
Keira Knightley,The Woman in Cabin 10,2025,"In The Woman in Cabin 10, Keira Knightley had a large role.",large
Kevin Costner,"Sizzle Beach, U.S.A.",1981,"In ""Sizzle Beach, U.S.A."", Kevin Costner had a large role.",large
Kevin Costner,Chasing Dreams,1982,"In Chasing Dreams, Kevin Costner had a large role.",large
Kevin Costner,Frances,1982,"In Frances, Kevin Costner had a large role.",large
Kevin Costner,Night Shift,1982,"In Night Shift, Kevin Costner had a large role.",large
Kevin Costner,Table for Five,1983,"In Table for Five, Kevin Costner had a large role.",large
Kevin Costner,Testament,1983,"In Testament, Kevin Costner had a large role.",large
Kevin Costner,The Big Chill,1983,"In The Big Chill, Kevin Costner had a large role.",large
Kevin Costner,Shadows Run Black,1984,"In Shadows Run Black, Kevin Costner had a large role.",large
Kevin Costner,American Flyers,1985,"In American Flyers, Kevin Costner had a large role.",large
Kevin Costner,Fandango,1985,"In Fandango, Kevin Costner had a large role.",large
Kevin Costner,Silverado,1985,"In Silverado, Kevin Costner had a large role.",large
Kevin Costner,No Way Out,1987,"In No Way Out, Kevin Costner had a large role.",large
Kevin Costner,The Untouchables,1987,"In The Untouchables, Kevin Costner had a large role.",large
Kevin Costner,Bull Durham,1988,"In Bull Durham, Kevin Costner had a large role.",large
Kevin Costner,Field of Dreams,1989,"In Field of Dreams, Kevin Costner had a large role.",large
Kevin Costner,The Gunrunner,1989,"In The Gunrunner, Kevin Costner had a large role.",large
Kevin Costner,Dances With Wolves,1990,"In Dances With Wolves, Kevin Costner had a large role.",large
Kevin Costner,Revenge,1990,"In Revenge, Kevin Costner had a large role.",large
Kevin Costner,JFK,1991,"In JFK, Kevin Costner had a large role.",large
Kevin Costner,Madonna: Truth or Dare,1991,"In Madonna: Truth or Dare, Kevin Costner had a small role.",small
Kevin Costner,Robin Hood: Prince of Thieves,1991,"In Robin Hood: Prince of Thieves, Kevin Costner had a large role.",large
Kevin Costner,The Bodyguard,1992,"In The Bodyguard, Kevin Costner had a large role.",large
Kevin Costner,A Perfect World,1993,"In A Perfect World, Kevin Costner had a large role.",large
Kevin Costner,A Century of Cinema,1994,"In A Century of Cinema, Kevin Costner had a large role.",large
Kevin Costner,The War,1994,"In The War, Kevin Costner had a large role.",large
Kevin Costner,Wyatt Earp,1994,"In Wyatt Earp, Kevin Costner had a large role.",large
Kevin Costner,Waterworld,1995,"In Waterworld, Kevin Costner had a large role.",large
Kevin Costner,Tin Cup,1996,"In Tin Cup, Kevin Costner had a large role.",large
Kevin Costner,Sean Connery: An Intimate Portrait,1997,"In Sean Connery: An Intimate Portrait, Kevin Costner had a large role.",large
Kevin Costner,The Postman,1997,"In The Postman, Kevin Costner had a large role.",large
Kevin Costner,For Love of the Game,1999,"In For Love of the Game, Kevin Costner had a large role.",large
Kevin Costner,Message in a Bottle,1999,"In Message in a Bottle, Kevin Costner had a large role.",large
Kevin Costner,Play It to the Bone,1999,"In Play It to the Bone, Kevin Costner had a large role.",large
Kevin Costner,Thirteen Days,2000,"In Thirteen Days, Kevin Costner had a large role.",large
Kevin Costner,3000 Miles to Graceland,2001,"In 3000 Miles to Graceland, Kevin Costner had a large role.",large
Kevin Costner,Dragonfly,2002,"In Dragonfly, Kevin Costner had a large role.",large
Kevin Costner,Open Range,2003,"In Open Range, Kevin Costner had a large role.",large
Kevin Costner,Rumor Has It,2005,"In Rumor Has It, Kevin Costner had a large role.",large
Kevin Costner,The Upside of Anger,2005,"In The Upside of Anger, Kevin Costner had a large role.",large
Kevin Costner,The Guardian,2006,"In The Guardian, Kevin Costner had a large role.",large
Kevin Costner,Mr. Brooks,2007,"In Mr. Brooks, Kevin Costner had a large role.",large
Kevin Costner,Swing Vote,2008,"In Swing Vote, Kevin Costner had a large role.",large
Kevin Costner,The New Daughter,2009,"In The New Daughter, Kevin Costner had a large role.",large
Kevin Costner,The Company Men,2010,"In The Company Men, Kevin Costner had a large role.",large
Kevin Costner,Field of Dreams 2: Lockout,2011,"In Field of Dreams 2: Lockout, Kevin Costner had a large role.",large
Kevin Costner,Man of Steel,2013,"In Man of Steel, Kevin Costner had a large role.",large
Kevin Costner,3 Days to Kill,2014,"In 3 Days to Kill, Kevin Costner had a large role.",large
Kevin Costner,Black or White,2014,"In Black or White, Kevin Costner had a large role.",large
Kevin Costner,Draft Day,2014,"In Draft Day, Kevin Costner had a large role.",large
Kevin Costner,Hollywood Banker,2014,"In Hollywood Banker, Kevin Costner had a large role.",large
Kevin Costner,Jack Ryan: Shadow Recruit,2014,"In Jack Ryan: Shadow Recruit, Kevin Costner had a large role.",large
Kevin Costner,The Man Who Saved the World,2014,"In The Man Who Saved the World, Kevin Costner had a large role.",large
Kevin Costner,Fastball,2015,"In Fastball, Kevin Costner had a large role.",large
Kevin Costner,"McFarland, USA",2015,"In ""McFarland, USA"", Kevin Costner had a large role.",large
Kevin Costner,Batman v Superman: Dawn of Justice,2016,"In Batman v Superman: Dawn of Justice, Kevin Costner had a large role.",large
Kevin Costner,Criminal,2016,"In Criminal, Kevin Costner had a large role.",large
Kevin Costner,Hidden Figures,2016,"In Hidden Figures, Kevin Costner had a large role.",large
Kevin Costner,Whitney,2018,"In Whitney, Kevin Costner had a large role.",large
Kevin Costner,The Art of Racing in the Rain,2019,"In The Art of Racing in the Rain, Kevin Costner had a large role.",large
Kevin Costner,The Highwaymen,2019,"In The Highwaymen, Kevin Costner had a large role.",large
Kevin Costner,Let Him Go,2020,"In Let Him Go, Kevin Costner had a large role.",large
Kevin Costner,Horizon: An American Saga – Chapter 1,2024,"In Horizon: An American Saga – Chapter 1, Kevin Costner had a large role.",large
Kevin Costner,Horizon: An American Saga – Chapter 2,2024,"In Horizon: An American Saga – Chapter 2, Kevin Costner had a large role.",large
Kristen Stewart,The Flintstones in Viva Rock Vegas,2000,"In The Flintstones in Viva Rock Vegas, Kristen Stewart had a large role.",large
Kristen Stewart,The Safety of Objects,2001,"In The Safety of Objects, Kristen Stewart had a large role.",large
